"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","games_behind","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year"
"Tuesday, Jun 9","boxscore","WSN","None","CIN","L","2","3","None","16-41","5","17.5","Cueto","Detwiler","Cordero","2:49","N","16,274","--","None",2009
"Wednesday, Jun 10","boxscore","WSN","None","CIN","L","2","4","12","16-42","5","18.5","Masset","Villone","Weathers","3:34","N","19,790","---","None",2009
"Thursday, Jun 11","boxscore","WSN","None","CIN","W","3","2","None","17-42","5","18.5","Tavarez","Herrera","Beimel","3:09","D","19,703","+","None",2009
"Friday, Jun 12","boxscore","WSN","@","TBR","L","3","4","None","17-43","5","18.5","Howell","Villone","None","3:24","N","18,273","-","None",2009
"Saturday, Jun 13","boxscore","WSN","@","TBR","L","3","8","None","17-44","5","18.5","Sonnanstine","Bergmann","None","2:49","N","30,586","--","None",2009
"Sunday, Jun 14","boxscore","WSN","@","TBR","L","4","5","None","17-45","5","19.5","Wheeler","Villone","Howell","2:47","D","25,841","---","None",2009
"Tuesday, Jun 16","boxscore","WSN","@","NYY","L","3","5","None","17-46","5","19.5","Sabathia","Villone","Rivera","2:55","N","44,873","----","None",2009
"Wednesday, Jun 17","boxscore","WSN","@","NYY","W","3","2","None","18-46","5","18.5","Lannan","Wang","MacDougal","2:44","N","46,052","+","None",2009
"Thursday, Jun 18","boxscore","WSN","@","NYY","W","3","0","None","19-46","5","17.5","Stammen","Chamberlain","MacDougal","2:59","N","45,143","++","None",2009
"Friday, Jun 19","boxscore","WSN","None","TOR","W-wo","2","1","11","20-46","5","16.5","Colome","Frasor","None","4:00","N","20,860","+++","None",2009
"Saturday, Jun 20","boxscore","WSN","None","TOR","W-wo","5","3","12","21-46","5","15.5","Tavarez","Richmond","None","3:37","N","22,142","++++","None",2009
"Sunday, Jun 21","boxscore","WSN","None","TOR","L","4","9","None","21-47","5","15.5","Romero","Martis","None","3:07","D","26,610","-","None",2009
"Tuesday, Jun 23","boxscore","WSN","None","BOS","L","3","11","None","21-48","5","16.5","Delcarmen","Tavarez","None","3:31","N","41,517","--","None",2009
"Wednesday, Jun 24","boxscore","WSN","None","BOS","L","4","6","None","21-49","5","16.5","Lester","Stammen","Papelbon","2:58","N","41,530","---","None",2009
"Thursday, Jun 25","boxscore","WSN","None","BOS","W","9","3","None","22-49","5","15.5","Zimmermann","Smoltz","None","2:41","N","41,985","+","None",2009
"Friday, Jun 26","boxscore","WSN","@","BAL","L","1","11","None","22-50","5","15.5","Bergesen","Detwiler","None","2:59","N","45,024","-","None",2009
"Saturday, Jun 27","boxscore","WSN","@","BAL","L","3","6","None","22-51","5","16.5","Guthrie","Martis","Sherrill","2:38","N","39,633","--","None",2009
"Sunday, Jun 28","boxscore","WSN","@","BAL","W","5","3","None","23-51","5","16.5","Lannan","Hernandez","MacDougal","2:31","D","25,068","+","None",2009
"Monday, Jun 29","boxscore","WSN","@","FLA","L","2","4","None","23-52","5","17","Nolasco","Villone","Oviedo","2:30","N","10,623","-","None",2009
"Tuesday, Jun 30","boxscore","WSN","@","FLA","L","5","7","7","23-53","5","17","Pinto","Beimel","None","2:32","N","11,821","--","None",2009
"Wednesday, Jul 1","boxscore","WSN","@","FLA","L","3","5","None","23-54","5","17","Meyer","Tavarez","Oviedo","3:18","D","27,032","---","None",2009
"Friday, Jul 3","boxscore","WSN","None","ATL","L","8","9","None","23-55","5","17.5","Logan","Colome","Soriano","3:28","N","33,982","----","None",2009
"Saturday, Jul 4","boxscore","WSN","None","ATL","W","5","3","None","24-55","5","17.5","Lannan","Gonzalez","MacDougal","2:34","D","23,708","+","None",2009
"Sunday, Jul 5","boxscore","WSN","None","ATL","W","5","3","None","25-55","5","17.5","Olsen","Lowe","MacDougal","2:39","D","22,677","++","None",2009
"Monday, Jul 6","boxscore","WSN","@","COL","L","0","1","None","25-56","5","18.5","Marquis","Stammen","Street","2:12","N","25,205","-","None",2009
"Tuesday, Jul 7","boxscore","WSN","@","COL","L","4","5","None","25-57","5","18.5","Embree","Tavarez","Street","2:59","N","25,314","--","None",2009
"Wednesday, Jul 8","boxscore","WSN","@","COL","L","4","10","None","25-58","5","19.5","De La Rosa","Detwiler","None","3:03","D","23,098","---","None",2009
"Thursday, Jul 9","boxscore","WSN","@","HOU","L","4","9","None","25-59","5","20.5","Arias","Lannan","None","3:01","N","25,490","----","None",2009
"Friday, Jul 10","boxscore","WSN","@","HOU","L-wo","5","6","None","25-60","5","21.5","Fulchino","Beimel","None","3:05","N","33,085","-----","None",2009
"Saturday, Jul 11","boxscore","WSN","@","HOU","W","13","2","None","26-60","5","21.5","Stammen","Hampton","None","2:54","N","30,052","+","None",2009
"Sunday, Jul 12","boxscore","WSN","@","HOU","L","0","5","None","26-61","5","22.5","Moehler","Zimmermann","Valverde","3:04","D","28,680","-","None",2009
"Thursday, Jul 16","boxscore","WSN","None","CHC","L","2","6","None","26-62","5","23.5","Harden","Lannan","None","2:39","N","26,980","--","None",2009
"Friday, Jul 17","boxscore","WSN","None","CHC","L","1","3","None","26-63","5","24.5","Zambrano","Stammen","Gregg","2:39","N","27,581","---","None",2009
"Saturday, Jul 18","boxscore","WSN","None","CHC","L","5","6","None","26-64","5","25","Wells","Zimmermann","Gregg","3:15","N","36,014","----","None",2009
"Sunday, Jul 19","boxscore","WSN","None","CHC","L","3","11","None","26-65","5","26","Hart","Mock","None","3:05","D","34,574","-----","None",2009
"Monday, Jul 20","boxscore","WSN","None","NYM","L","2","6","None","26-66","5","27","Hernandez","Martin","None","2:16","N","19,169","------","None",2009
"Tuesday, Jul 21","boxscore","WSN","None","NYM","W","4","0","None","27-66","5","27","Lannan","Perez","None","2:09","N","23,414","+","None",2009
"Wednesday, Jul 22","boxscore","WSN","None","NYM","W","3","1","None","28-66","5","26","Stammen","Pelfrey","MacDougal","2:20","N","23,583","++","None",2009
"Thursday, Jul 23","boxscore","WSN","None","STL","L","1","4","7","28-67","5","27","Wainwright","Balester","None","1:49","N","25,359","-","2009-05-03 (Rain)",2009
"Friday, Jul 24","boxscore","WSN","None","SDP","L","2","6","None","28-68","5","27","Latos","Mock","None","2:56","N","23,506","--","None",2009
"Saturday, Jul 25","boxscore","WSN","None","SDP","W","13","1","None","29-68","5","27","Clippard","Stauffer","None","2:41","N","21,834","+","None",2009
"Sunday, Jul 26","boxscore","WSN","None","SDP","W-wo","3","2","10","30-68","5","27","Beimel","Burke","None","2:48","D","20,747","++","None",2009
"Monday, Jul 27","boxscore","WSN","@","MIL","W","14","6","None","31-68","5","27","Bergmann","Suppan","None","3:05","N","37,311","+++","None",2009
"Tuesday, Jul 28","boxscore","WSN","@","MIL","W","8","3","None","32-68","5","27","Balester","Villanueva","None","2:47","N","36,502","++++","None",2009
"Wednesday, Jul 29","boxscore","WSN","@","MIL","L","5","7","None","32-69","5","27","Parra","Clippard","Hoffman","2:59","N","32,992","-","None",2009
"Thursday, Jul 30","boxscore","WSN","@","MIL","L","3","7","None","32-70","5","27","Gallardo","Martin","None","2:38","D","39,890","--","None",2009
"Friday, Jul 31","boxscore","WSN","@","PIT","L","4","5","None","32-71","5","28","Ohlendorf","Lannan","Capps","2:33","N","23,363","---","None",2009
"Saturday, Aug 1","boxscore","WSN","@","PIT","L","6","11","None","32-72","5","28","Vasquez","Stammen","None","2:46","N","26,855","----","None",2009
"Sunday, Aug 2","boxscore","WSN","@","PIT","W","5","3","None","33-72","5","27","Burnett","Maholm","MacDougal","2:45","D","21,894","+","None",2009
"Monday, Aug 3","boxscore","WSN","@","PIT","W","8","4","None","34-72","5","26.5","Clippard","Morton","MacDougal","3:14","N","11,630","++","None",2009
"Tuesday, Aug 4","boxscore","WSN","None","FLA","W","6","4","None","35-72","5","25.5","Villone","Calero","MacDougal","2:50","N","19,828","+++","None",2009
"Wednesday, Aug 5","boxscore","WSN","None","FLA","W","5","4","None","36-72","5","25.5","Lannan","van den Hurk","MacDougal","2:54","N","18,312","++++","None",2009
"Thursday, Aug 6","boxscore","WSN","None","FLA","W","12","8","None","37-72","5","25.5","Sosa","Ayala","None","3:29","D","23,691","+++++","None",2009
"Friday, Aug 7","boxscore","WSN","None","ARI","W","7","6","None","38-72","5","24.5","Bergmann","Gutierrez","MacDougal","3:07","N","22,674","++++++","None",2009
"Saturday, Aug 8","boxscore","WSN","None","ARI","W","5","2","None","39-72","5","23.5","Mock","Haren","Sosa","2:12","N","24,551","+++++++","None",2009
"Sunday, Aug 9","boxscore","WSN","None","ARI","W","9","2","None","40-72","5","22.5","Martin","Petit","Sosa","3:01","D","19,938","++++++++","None",2009
"Tuesday, Aug 11","boxscore","WSN","@","ATL","L","1","8","None","40-73","5","23.5","Hanson","Lannan","None","3:01","N","19,273","-","None",2009
"Wednesday, Aug 12","boxscore","WSN","@","ATL","L","2","6","None","40-74","5","24.5","Lowe","Sosa","None","2:34","N","17,886","--","None",2009
"Thursday, Aug 13","boxscore","WSN","@","CIN","L","0","7","None","40-75","5","25.5","Arroyo","Balester","None","2:07","N","16,889","---","None",2009
"Friday, Aug 14","boxscore","WSN","@","CIN","W","2","0","None","41-75","5","25.5","Mock","Harang","MacDougal","2:54","N","19,606","+","None",2009
"Saturday, Aug 15","boxscore","WSN","@","CIN","W","10","6","None","42-75","5","24.5","Martin","Cueto","None","3:14","N","30,494","++","None",2009
"Sunday, Aug 16","boxscore","WSN","@","CIN","W","5","4","None","43-75","5","24.5","Sosa","Rhodes","MacDougal","3:04","D","18,030","+++","None",2009
"Tuesday, Aug 18","boxscore","WSN","None","COL","L","3","4","None","43-76","5","25.5","Jimenez","Burnett","Street","2:37","N","18,192","-","None",2009
"Wednesday, Aug 19","boxscore","WSN","None","COL","L","4","5","None","43-77","5","26.5","Marquis","Balester","Street","3:11","N","16,187","--","None",2009
"Thursday, Aug 20","boxscore","WSN","None","COL","L","1","4","None","43-78","5","27.5","Hammel","Mock","Street","2:50","N","18,036","---","None",2009
"Friday, Aug 21","boxscore","WSN","None","MIL","L","3","7","None","43-79","5","27.5","Looper","Martin","None","2:28","N","26,307","----","None",2009
"Saturday, Aug 22","boxscore","WSN","None","MIL","L","9","11","None","43-80","5","28.5","Narveson","Bergmann","Hoffman","3:07","N","19,374","-----","None",2009
"Sunday, Aug 23","boxscore","WSN","None","MIL","W","8","3","None","44-80","5","28.5","Stammen","Parra","None","2:51","D","21,484","+","None",2009
"Monday, Aug 24","boxscore","WSN","None","MIL","L","1","7","None","44-81","5","29.5","Gallardo","Balester","None","3:11","D","17,805","-","None",2009
"Tuesday, Aug 25","boxscore","WSN","@","CHC","W","15","6","None","45-81","5","28.5","Mock","Zambrano","None","2:55","N","37,297","+","None",2009
"Wednesday, Aug 26","boxscore","WSN","@","CHC","L","4","9","None","45-82","5","29.5","Guzman","Bergmann","None","3:05","N","36,562","-","None",2009
"Thursday, Aug 27","boxscore","WSN","@","CHC","W","5","4","None","46-82","5","28.5","Martin","Wells","MacDougal","2:46","D","35,174","+","None",2009
"Friday, Aug 28","boxscore","WSN","@","STL","L-wo","2","3","None","46-83","5","29.5","Motte","Bergmann","None","2:13","N","40,033","-","None",2009
"Saturday, Aug 29","boxscore","WSN","@","STL","L","4","9","None","46-84","5","29.5","Boggs","Stammen","None","2:53","N","44,028","--","None",2009
"Sunday, Aug 30","boxscore","WSN","@","STL","L","1","2","None","46-85","5","30.5","Wainwright","Mock","Franklin","2:47","D","41,083","---","None",2009
"Monday, Aug 31","boxscore","WSN","@","SDP","L","1","3","None","46-86","5","31","Stauffer","Hernandez","Bell","2:13","N","19,867","----","None",2009
"Tuesday, Sep 1","boxscore","WSN","@","SDP","L","1","4","None","46-87","5","32","Richard","Martin","Bell","2:30","N","15,131","-----","None",2009
"Wednesday, Sep 2","boxscore","WSN","@","SDP","L","0","7","None","46-88","5","32","Correia","Lannan","None","2:34","D","14,468","------","None",2009
"Friday, Sep 4","boxscore","WSN","None","FLA","L","6","9","None","46-89","5","32.5","Badenhop","Mock","Oviedo","3:45","N","16,364","-------","None",2009
"Saturday, Sep 5","boxscore","WSN","None","FLA","L","5","9","None","46-90","5","32.5","Johnson","Hernandez","None","3:18","N","18,111","--------","None",2009
"Sunday, Sep 6","boxscore","WSN","None","FLA","W-wo","5","4","None","47-90","5","31.5","MacDougal","Oviedo","None","2:43","D","22,325","+","None",2009
"Tuesday, Sep 8","boxscore","WSN","None","PHI","L","3","5","None","47-91","5","32","Martinez","Lannan","Madson","2:53","N","17,153","-","None",2009
"Wednesday, Sep 9","boxscore","WSN","None","PHI","L","5","6","None","47-92","5","33","Lee","Clippard","Madson","3:04","N","16,818","--","None",2009
"Thursday, Sep 10","boxscore","WSN","None","PHI","W","8","7","None","48-92","5","32","Hernandez","Blanton","Villone","3:03","N","18,706","+","None",2009
"Friday, Sep 11","boxscore","WSN","@","FLA","W","5","3","None","49-92","5","32","Martin","Sanches","MacDougal","3:03","N","15,247","++","None",2009
"Saturday, Sep 12","boxscore","WSN","@","FLA","L","3","11","None","49-93","5","32","Wood","Estrada","None","3:10","N","38,214","-","None",2009
"Sunday, Sep 13","boxscore","WSN","@","FLA","W","7","2","None","50-93","5","32.5","Lannan","Volstad","None","2:48","D","15,065","+","None",2009
"Tuesday, Sep 15","boxscore","WSN","@","PHI","L","0","5","None","50-94","5","33.5","Lee","Mock","None","2:39","N","44,521","-","None",2009
"Wednesday, Sep 16","boxscore","WSN","@","PHI","L","1","6","None","50-95","5","34.5","Blanton","Hernandez","None","2:47","N","44,223","--","None",2009
"Thursday, Sep 17","boxscore","WSN","@","PHI","L","2","4","None","50-96","5","35.5","Hamels","Detwiler","Lidge","2:43","N","45,210","---","None",2009
"Friday, Sep 18","boxscore","WSN","@","NYM","W","6","5","None","51-96","5","35.5","Martin","Pelfrey","MacDougal","2:49","N","38,063","+","None",2009
"Saturday, Sep 19","boxscore","WSN","@","NYM","L","2","3","None","51-97","5","35.5","Redding","Lannan","Rodriguez","2:18","D","37,906","-","None",2009
"Sunday, Sep 20","boxscore","WSN","@","NYM","L","2","6","None","51-98","5","36.5","Maine","Mock","Rodriguez","2:57","D","38,347","--","None",2009
"Tuesday, Sep 22","boxscore","WSN","None","LAD","L","2","14","None","51-99","5","37","Kuroda","Hernandez","None","2:56","N","18,518","---","None",2009
"Wednesday, Sep 23","boxscore","WSN","None","LAD","W-wo","5","4","None","52-99","5","36","Rivera","McDonald","None","2:59","N","18,635","+","None",2009
"Thursday, Sep 24","boxscore","WSN","None","LAD","L","6","7","None","52-100","5","37","Troncoso","Villone","Broxton","3:41","N","22,432","-","None",2009
"Friday, Sep 25","boxscore","WSN","None","ATL","L","1","4","None","52-101","5","37","Vazquez","Lannan","None","2:27","N","28,276","--","None",2009
"Saturday, Sep 26","boxscore","WSN","None","ATL","L","5","11","None","52-102","5","37","Hanson","Mock","None","2:48","D","29,058","---","None",2009
"Sunday, Sep 27","boxscore","WSN","None","ATL","L","3","6","10","52-103","5","38","Gonzalez","MacDougal","Soriano","2:55","D","27,840","----","None",2009
"Monday, Sep 28","boxscore","WSN","None","NYM","W","2","1","None","53-103","5","37","Detwiler","Figueroa","MacDougal","2:32","N","18,600","+","None",2009
"Tuesday, Sep 29","boxscore","WSN","None","NYM","W","4","3","None","54-103","5","37","Clippard","Green","MacDougal","2:37","N","19,614","++","None",2009
"Wednesday, Sep 30","boxscore","WSN","None","NYM","W-wo","7","4","None","55-103","5","37","Villone","Rodriguez","None","3:07","D","23,944","+++","None",2009
"Thursday, Oct 1","boxscore","WSN","@","ATL","W","2","1","None","56-103","5","36","Clippard","Soriano","MacDougal","2:47","N","38,237","++++","None",2009
"Friday, Oct 2","boxscore","WSN","@","ATL","W","6","3","None","57-103","5","35","Hernandez","Lowe","MacDougal","2:56","N","33,124","+++++","None",2009
"Saturday, Oct 3","boxscore","WSN","@","ATL","W","6","4","11","58-103","5","34","Segovia","Acosta","Kensing","3:16","D","28,278","++++++","None",2009
"Sunday, Oct 4","boxscore","WSN","@","ATL","W","2","1","15","59-103","5","34","Kensing","Logan","None","4:18","D","36,307","+++++++","None",2009
"Wednesday, Apr 7","boxscore","WSN","None","PHI","L","4","8","None","0-2","5","2","Hamels","Marquis","Madson","3:19","N","27,240","--","None",2010
"Thursday, Apr 8","boxscore","WSN","None","PHI","W","6","5","None","1-2","4","1","Clippard","Figueroa","Capps","2:46","D","20,217","+","None",2010
"Friday, Apr 9","boxscore","WSN","@","NYM","L","2","8","None","1-3","5","2","Pelfrey","Batista","None","3:06","N","28,055","-","None",2010
"Saturday, Apr 10","boxscore","WSN","@","NYM","W","4","3","None","2-3","4","2","Lannan","Perez","Capps","3:13","D","33,044","+","None",2010
"Sunday, Apr 11","boxscore","WSN","@","NYM","W","5","2","None","3-3","3","2","Hernandez","Santana","Capps","2:53","D","33,672","++","None",2010
"Monday, Apr 12","boxscore","WSN","@","PHI","L","4","7","None","3-4","3","3","Hamels","Marquis","Madson","2:45","D","44,791","-","None",2010
"Wednesday, Apr 14","boxscore","WSN","@","PHI","L","7","14","None","3-5","4","4","Figueroa","Bergmann","None","3:19","N","45,438","--","None",2010
"Thursday, Apr 15","boxscore","WSN","@","PHI","W","7","5","None","4-5","4","3","Clippard","Baez","Capps","3:27","D","44,157","+","None",2010
"Friday, Apr 16","boxscore","WSN","None","MIL","W","5","3","None","5-5","4","3","Bruney","Hawkins","Capps","2:58","N","17,234","++","None",2010
"Saturday, Apr 17","boxscore","WSN","None","MIL","W","8","0","None","6-5","3","2","Hernandez","Wolf","None","2:26","D","18,673","+++","None",2010
"Sunday, Apr 18","boxscore","WSN","None","MIL","L","7","11","None","6-6","4","2","Vargas","Marquis","None","3:29","D","18,789","-","None",2010
"Monday, Apr 19","boxscore","WSN","None","COL","W","5","2","None","7-6","4","1.5","Stammen","Cook","Capps","2:41","N","11,623","+","None",2010
"Tuesday, Apr 20","boxscore","WSN","None","COL","L","4","10","None","7-7","4","1.5","De La Rosa","Olsen","None","3:27","N","15,037","-","None",2010
"Wednesday, Apr 21","boxscore","WSN","None","COL","W","6","4","None","8-7","3","1.5","Clippard","Betancourt","Capps","3:02","N","11,191","+","None",2010
"Thursday, Apr 22","boxscore","WSN","None","COL","L","0","2","None","8-8","4","2.5","Jimenez","Hernandez","Morales","2:30","D","15,518","-","None",2010
"Friday, Apr 23","boxscore","WSN","None","LAD","W","5","1","None","9-8","3","1.5","Atilano","Haeger","None","2:39","N","23,859","+","None",2010
